date,latitude,longitude,rainfall,rain_3d,rain_7d,rain_14d,rain_30d,rain_7d_max,elevation,slope,label,terrain_source
2025-07-07,28.0,88.0,1.37,22.800000000000004,80.66999999999999,146.74,260.34,28.86,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-19,28.0,88.0,10.85,52.87000000000001,150.32,318.84999999999997,536.68,42.27,2942.8571428571427,15.0,1,synthetic_fallback
2025-11-22,28.0,88.0,2.36,2.360000000000007,2.3599999999999715,2.36,114.48,2.36,2942.8571428571427,15.0,1,synthetic_fallback
2025-03-20,28.0,88.0,0.0,3.6800000000000037,20.3,45.86,138.28,10.65,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-19,28.0,88.0,8.89,26.900000000000013,102.80999999999996,241.01000000000002,522.67,43.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-05,28.0,88.0,14.67,53.290000000000006,112.08999999999996,253.36999999999998,421.59,21.04,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-22,28.0,88.0,26.89,68.34,92.67999999999998,165.95000000000002,324.89000000000004,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-03,28.0,88.0,4.99,16.510000000000016,128.31999999999996,204.35,474.96999999999997,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-17,28.0,88.0,8.06,12.080000000000014,162.45,254.42000000000002,545.0200000000001,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-31,28.0,88.0,23.2,64.67000000000002,137.54999999999998,221.62,514.03,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-26,28.0,88.0,5.28,33.390000000000015,79.14999999999998,181.95999999999998,525.79,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-20,28.0,88.0,18.6,25.660000000000004,48.019999999999996,78.92,117.0,18.6,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-18,28.0,88.0,7.06,13.610000000000003,52.209999999999994,60.32,98.88000000000001,18.61,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-18,28.0,88.0,7.06,13.610000000000003,52.209999999999994,60.32,98.88000000000001,18.61,2942.8571428571427,15.0,1,synthetic_fallback
2025-04-18,28.0,88.0,7.06,13.610000000000003,52.209999999999994,60.32,98.88000000000001,18.61,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-18,28.0,88.0,0.32,23.200000000000003,54.22999999999998,120.17,303.94,18.38,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-21,28.0,88.0,1.4,42.589999999999996,84.16999999999999,139.95999999999998,316.85999999999996,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-21,28.0,88.0,1.4,42.589999999999996,84.16999999999999,139.95999999999998,316.85999999999996,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-21,28.0,88.0,1.4,42.589999999999996,84.16999999999999,139.95999999999998,316.85999999999996,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-27,28.0,88.0,11.82,25.740000000000016,76.02999999999997,165.49,515.26,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-27,28.0,88.0,11.82,25.740000000000016,76.02999999999997,165.49,515.26,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-27,28.0,88.0,11.82,25.740000000000016,76.02999999999997,165.49,515.26,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-26,28.0,88.0,5.28,33.390000000000015,79.14999999999998,181.95999999999998,525.79,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-26,28.0,88.0,5.28,33.390000000000015,79.14999999999998,181.95999999999998,525.79,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-27,28.0,88.0,11.82,25.740000000000016,76.02999999999997,165.49,515.26,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-18,28.0,88.0,0.32,23.200000000000003,54.22999999999998,120.17,303.94,18.38,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-18,28.0,88.0,0.32,23.200000000000003,54.22999999999998,120.17,303.94,18.38,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-21,28.0,88.0,1.4,42.589999999999996,84.16999999999999,139.95999999999998,316.85999999999996,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-27,28.0,88.0,2.01,25.509999999999998,76.02999999999999,162.20999999999998,310.05999999999995,26.89,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-25,28.0,88.0,10.13,32.36,101.83999999999997,156.07,323.52,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-30,28.0,88.0,16.33,109.87,140.29999999999995,233.56,405.13,71.19,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-30,28.0,88.0,16.33,109.87,140.29999999999995,233.56,405.13,71.19,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-30,28.0,88.0,16.33,109.87,140.29999999999995,233.56,405.13,71.19,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-20,28.0,88.0,40.05,41.51,86.17999999999998,139.93,322.22,40.05,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-30,28.0,88.0,16.33,109.87,140.29999999999995,233.56,405.13,71.19,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-30,28.0,88.0,16.33,109.87,140.29999999999995,233.56,405.13,71.19,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-30,28.0,88.0,16.33,109.87,140.29999999999995,233.56,405.13,71.19,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-17,28.0,88.0,8.06,12.080000000000014,162.45,254.42000000000002,545.0200000000001,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-17,28.0,88.0,8.06,12.080000000000014,162.45,254.42000000000002,545.0200000000001,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-17,28.0,88.0,8.06,12.080000000000014,162.45,254.42000000000002,545.0200000000001,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-17,28.0,88.0,8.06,12.080000000000014,162.45,254.42000000000002,545.0200000000001,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-17,28.0,88.0,8.06,12.080000000000014,162.45,254.42000000000002,545.0200000000001,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-14,28.0,88.0,43.6,104.92000000000002,199.52999999999997,288.15000000000003,556.14,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-13,28.0,88.0,28.29,106.77000000000002,160.57999999999998,262.25,530.92,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-31,28.0,88.0,23.2,64.67000000000002,137.54999999999998,221.62,514.03,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-31,28.0,88.0,23.2,64.67000000000002,137.54999999999998,221.62,514.03,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-14,28.0,88.0,43.6,104.92000000000002,199.52999999999997,288.15000000000003,556.14,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-14,28.0,88.0,43.6,104.92000000000002,199.52999999999997,288.15000000000003,556.14,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-17,28.0,88.0,8.06,12.080000000000014,162.45,254.42000000000002,545.0200000000001,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-03,28.0,88.0,4.99,16.510000000000016,128.31999999999996,204.35,474.96999999999997,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-01,28.0,88.0,10.82,43.070000000000014,139.72999999999996,222.49,507.9,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-02,28.0,88.0,0.7,34.72000000000001,135.14999999999998,214.29999999999998,487.56,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-04,28.0,88.0,13.48,19.170000000000016,94.65999999999998,212.87,473.78000000000003,32.42,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-02,28.0,88.0,0.7,34.72000000000001,135.14999999999998,214.29999999999998,487.56,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-07,28.0,88.0,21.62,42.000000000000014,71.98999999999998,209.54000000000002,487.33,21.62,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-07,28.0,88.0,21.62,42.000000000000014,71.98999999999998,209.54000000000002,487.33,21.62,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-15,28.0,88.0,3.69,75.58000000000001,185.32999999999996,284.02000000000004,543.0999999999999,45.45,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-28,28.0,88.0,47.14,64.24000000000001,118.20999999999998,169.03,491.21,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-28,28.0,88.0,47.14,64.24000000000001,118.20999999999998,169.03,491.21,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-26,28.0,88.0,5.28,33.390000000000015,79.14999999999998,181.95999999999998,525.79,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-26,28.0,88.0,5.28,33.390000000000015,79.14999999999998,181.95999999999998,525.79,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-26,28.0,88.0,5.28,33.390000000000015,79.14999999999998,181.95999999999998,525.79,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-26,28.0,88.0,5.28,33.390000000000015,79.14999999999998,181.95999999999998,525.79,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-27,28.0,88.0,11.82,25.740000000000016,76.02999999999997,165.49,515.26,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-27,28.0,88.0,11.82,25.740000000000016,76.02999999999997,165.49,515.26,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-27,28.0,88.0,11.82,25.740000000000016,76.02999999999997,165.49,515.26,19.47,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-17,28.0,88.0,6.15,41.26,55.23999999999998,148.71,331.40000000000003,18.38,2942.8571428571427,15.0,1,synthetic_fallback
2025-07-17,28.0,88.0,6.15,41.26,55.23999999999998,148.71,331.40000000000003,18.38,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-09,28.0,88.0,11.38,57.56000000000002,96.40999999999997,231.56000000000003,492.0,24.56,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-01,28.0,88.0,10.82,43.070000000000014,139.72999999999996,222.49,507.9,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-01,28.0,88.0,10.82,43.070000000000014,139.72999999999996,222.49,507.9,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-01,28.0,88.0,10.82,43.070000000000014,139.72999999999996,222.49,507.9,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-30,28.0,88.0,9.05,88.61000000000003,133.81999999999996,206.48,498.65000000000003,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-30,28.0,88.0,9.05,88.61000000000003,133.81999999999996,206.48,498.65000000000003,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-30,28.0,88.0,9.05,88.61000000000003,133.81999999999996,206.48,498.65000000000003,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-08-30,28.0,88.0,9.05,88.61000000000003,133.81999999999996,206.48,498.65000000000003,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-09-01,28.0,88.0,10.82,43.070000000000014,139.72999999999996,222.49,507.9,47.14,2942.8571428571427,15.0,1,synthetic_fallback
2025-06-12,27.0,88.0,9.67,9.67,23.799999999999997,93.63000000000001,356.23,9.67,2585.714285714286,15.0,1,synthetic_fallback
2025-06-24,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-08-17,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-08-12,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-06-25,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-06-25,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-06-27,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-31,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-31,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-28,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-31,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-31,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-31,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-31,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-31,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-12,27.0,88.0,0.0,33.8,61.410000000000004,174.88,379.59000000000003,30.57,2585.714285714286,15.0,1,synthetic_fallback
2025-07-12,27.0,88.0,0.0,33.8,61.410000000000004,174.88,379.59000000000003,30.57,2585.714285714286,15.0,1,synthetic_fallback
2025-07-28,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-14,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-08-16,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-08-16,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-06-16,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-04-01,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-03,27.0,88.0,24.98,37.2,88.94,195.59,318.39,24.98,2585.714285714286,15.0,1,synthetic_fallback
2025-06-15,27.0,88.0,26.04,41.32,52.0,88.50999999999999,257.24,26.04,2585.714285714286,15.0,1,synthetic_fallback
2025-08-26,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-26,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-16,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-16,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-06,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-05-30,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-10-12,23.25,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.4285714285716,24.375,1,synthetic_fallback
2025-07-27,27.0,88.0,4.71,52.85,104.93,214.23,408.42,39.02,2585.714285714286,15.0,1,synthetic_fallback
2025-07-27,27.0,88.0,4.71,52.85,104.93,214.23,408.42,39.02,2585.714285714286,15.0,1,synthetic_fallback
2025-07-27,27.0,88.0,4.71,52.85,104.93,214.23,408.42,39.02,2585.714285714286,15.0,1,synthetic_fallback
2025-08-21,27.0,88.0,12.29,17.369999999999983,28.880000000000013,198.59,544.6,12.29,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-19,27.0,88.0,1.84,7.539999999999985,53.38000000000001,194.85,547.2,25.51,2585.714285714286,15.0,1,synthetic_fallback
2025-08-21,27.0,88.0,12.29,17.369999999999983,28.880000000000013,198.59,544.6,12.29,2585.714285714286,15.0,1,synthetic_fallback
2025-07-26,27.0,88.0,39.02,58.28,125.47,215.50000000000003,408.04,39.02,2585.714285714286,15.0,1,synthetic_fallback
2025-07-26,27.0,88.0,39.02,58.28,125.47,215.50000000000003,408.04,39.02,2585.714285714286,15.0,1,synthetic_fallback
2025-07-25,27.0,88.0,9.12,43.06999999999999,86.61,176.48000000000002,396.41,25.25,2585.714285714286,15.0,1,synthetic_fallback
2025-07-25,27.0,88.0,9.12,43.06999999999999,86.61,176.48000000000002,396.41,25.25,2585.714285714286,15.0,1,synthetic_fallback
2025-07-26,27.0,88.0,39.02,58.28,125.47,215.50000000000003,408.04,39.02,2585.714285714286,15.0,1,synthetic_fallback
2025-08-21,27.0,88.0,12.29,17.369999999999983,28.880000000000013,198.59,544.6,12.29,2585.714285714286,15.0,1,synthetic_fallback
2025-08-27,27.0,88.0,1.17,7.409999999999986,54.100000000000016,85.21,460.09,12.74,2585.714285714286,15.0,1,synthetic_fallback
2025-08-27,27.0,88.0,1.17,7.409999999999986,54.100000000000016,85.21,460.09,12.74,2585.714285714286,15.0,1,synthetic_fallback
2025-07-20,27.0,88.0,25.25,27.419999999999995,109.30000000000001,173.51000000000002,399.78999999999996,33.39,2585.714285714286,15.0,1,synthetic_fallback
2025-07-20,27.0,88.0,25.25,27.419999999999995,109.30000000000001,173.51000000000002,399.78999999999996,33.39,2585.714285714286,15.0,1,synthetic_fallback
2025-07-20,27.0,88.0,25.25,27.419999999999995,109.30000000000001,173.51000000000002,399.78999999999996,33.39,2585.714285714286,15.0,1,synthetic_fallback
2025-08-21,27.0,88.0,12.29,17.369999999999983,28.880000000000013,198.59,544.6,12.29,2585.714285714286,15.0,1,synthetic_fallback
2025-08-21,27.0,88.0,12.29,17.369999999999983,28.880000000000013,198.59,544.6,12.29,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-07-17,27.0,88.0,9.88,72.5,91.09,191.46,419.18,33.39,2585.714285714286,15.0,1,synthetic_fallback
2025-08-20,27.0,88.0,3.24,9.349999999999985,31.110000000000014,186.41000000000003,547.0300000000001,14.52,2585.714285714286,15.0,1,synthetic_fallback
2025-08-21,27.0,88.0,12.29,17.369999999999983,28.880000000000013,198.59,544.6,12.29,2585.714285714286,15.0,1,synthetic_fallback
2025-08-19,27.0,88.0,1.84,7.539999999999985,53.38000000000001,194.85,547.2,25.51,2585.714285714286,15.0,1,synthetic_fallback
